CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr14	89794669	89954730	-	EFCAB11	Y
chr14	89955926	90044764	+	TDP1	Y
chr14	90061993	90185853	+	KCNK13	Y
chr14	90256552	90275429	+	PSMC1	Y
chr14	90267859	90331941	-	NRDE2	Y
chr14	90396501	90408275	+	CALM1	Y
chr14	90452062	90455117	-	LINC02317	Y
chr14	90455229	90458905	+	LINC00642	Y
chr14	90515805	90517209	-	LOC105370619	Y
chr14	90524563	90816430	-	TTC7B	Y
chr14	90642628	90648888	+	LOC101928909	Y
chr14	90697332	90699374	+	LOC105370622	Y
chr14	90847860	91060641	-	RPS6KA5	Y
chr14	91060282	91225396	+	DGLUCY	Y
chr14	91126425	91126552	+	SNORA11B	Y
chr14	91232531	91253880	-	GPR68	Y
chr14	91271322	91417820	-	CCDC88C	Y
chr14	91457136	91510310	-	PPP4R3A	Y
chr14	91580697	91732086	-	CATSPERB	Y
chr14	91779745	91867536	-	TC2N	Y
chr14	91869410	91947694	-	FBLN5	Y
chr14	91965990	92040059	-	TRIP11	Y
chr14	92058551	92106621	-	ATXN3	Y
chr14	92116123	92121706	-	NDUFB1	Y
chr14	92121968	92172145	+	CPSF2	Y
chr14	92322580	92501481	+	SLC24A4	Y
chr14	92513780	92688994	+	RIN3	Y
chr14	92703809	92748627	-	LGMN	Y
chr14	92794304	92839947	+	GOLGA5	Y
chr14	92905696	92907482	-	LINC02287	Y
chr14	92923149	92935285	+	CHGA	Y
chr14	92936913	93115925	-	ITPK1	Y
chr14	93067451	93072133	+	ITPK1-AS1	Y
chr14	93182200	93184897	-	MOAP1	Y
chr14	93184973	93188463	+	TMEM251	Y
chr14	93202893	93207065	-	GON7	Y
chr14	93207055	93229215	+	UBR7	Y
chr14	93237549	93333036	-	BTBD7	Y
chr14	93333181	93707876	+	UNC79	Y
chr14	93347181	93348356	+	COX8C	Y
chr14	93718297	93788485	-	PRIMA1	Y
chr14	93904730	93926372	-	FAM181A-AS1	Y
chr14	93918893	93929608	+	FAM181A	Y
chr14	93934165	93976570	-	ASB2	Y
chr14	93948225	93948302	-	MIR4506	Y
chr14	93997300	94011695	+	CCDC197	Y
chr14	94026339	94048930	+	OTUB2	Y
chr14	94048286	94081202	-	DDX24	Y
chr14	94081309	94102709	+	IFI27L1	Y
chr14	94110735	94116690	+	IFI27	Y
chr14	94127780	94129604	-	IFI27L2	Y
chr14	94174321	94279734	+	PPP4R4	Y
chr14	94280459	94293268	-	SERPINA10	Y
chr14	94304247	94323336	-	SERPINA6	Y
chr14	94363637	94366702	-	SERPINA2	Y
chr14	94376746	94390635	-	SERPINA1	Y
chr14	94442463	94452800	-	SERPINA11	Y
chr14	94462720	94476197	-	SERPINA9	Y
chr14	94487278	94517844	-	SERPINA12	Y
chr14	94561441	94569906	+	SERPINA4	Y
chr14	94581425	94593118	+	SERPINA5	Y
chr14	94612390	94624053	+	SERPINA3	Y
chr14	94640724	94646994	+	SERPINA13P	Y
chr14	94768222	94770113	-	GSC	Y
chr14	94770641	94773607	+	GSC-DT	Y
chr14	95086227	95158010	-	DICER1	Y
chr14	95137918	95137986	-	MIR3173	Y
chr14	95157687	95179933	+	DICER1-AS1	Y
chr14	95181939	95319908	-	CLMN	Y
chr14	95329583	95335504	+	LINC02292	Y
chr14	95407265	95516650	-	SYNE3	Y
chr14	95532911	95534872	-	SNHG10	Y
chr14	95533354	95533629	-	SCARNA13	Y
chr14	95535049	95544714	+	GLRX5	Y
chr14	95573561	95581956	+	LINC02318	Y
chr14	95652096	95673452	+	TCL6	Y
chr14	95686425	95692628	+	TCL1B	Y
chr14	95709946	95714125	-	TCL1A	Y
chr14	95715482	95756779	+	LOC107984703	Y
chr14	95876391	95925571	+	TUNAR	Y
chr14	96039323	96093971	+	C14orf132	Y
chr14	96204838	96244164	+	BDKRB2	Y
chr14	96256209	96264763	+	BDKRB1	Y
chr14	96279194	96363341	-	ATG2B	Y
chr14	96363451	96387290	+	GSKIP	Y
chr14	96392127	96489427	+	AK7	Y
chr14	96501647	96502326	-	LOC730202	Y
chr14	96502375	96567116	+	PAPOLA	Y
chr14	96741190	96790613	+	LINC02299	Y
chr14	96797381	96881609	+	VRK1	Y
chr14	96943578	96945394	+	LINC00618	Y
chr14	97154856	97158736	+	LINC02304	Y
chr14	97458815	97581383	+	LINC02325	Y
chr14	97632646	97686658	-	LINC02291	Y
chr14	97749263	97762831	-	LINC02312	Y
chr14	97925609	97978124	-	LINC01550	Y
chr14	98711612	98717766	+	C14orf177	Y
chr14	99169287	99272197	-	BCL11B	Y
chr14	99397747	99480859	-	SETD3	Y
chr14	99481408	99512430	+	CCNK	Y
chr14	99500189	99604207	-	CCDC85C	Y
chr14	99604537	99670338	+	HHIPL1	Y
chr14	99684297	99727301	+	CYP46A1	Y
chr14	99737721	99942058	+	EML1	Y
chr14	99971421	100144236	+	EVL	Y
chr14	100109418	100109514	-	MIR151B	Y
chr14	100109654	100109753	+	MIR342	Y
chr14	100143956	100159645	-	DEGS2	Y
chr14	100239143	100282788	+	YY1	Y
chr14	100277356	100277417	+	MIR6764	Y
chr14	100291115	100306444	-	SLC25A29	Y
chr14	100307858	100307956	+	MIR345	Y
chr14	100323338	100330421	+	SLC25A47	Y
chr14	100333789	100376327	-	WARS1	Y
chr14	100376415	100530303	+	WDR25	Y
chr14	100537146	100587417	-	BEGAIN	Y
chr14	100657267	100672744	+	LINC00523	Y
chr14	100726891	100738224	+	DLK1	Y
chr14	100814490	100814574	+	MIR2392	Y
chr14	100826107	100861023	+	MEG3	Y
chr14	100852389	100852487	+	MIR770	Y
chr14	100869059	100869148	+	MIR493	Y
chr14	100874492	100874585	+	MIR337	Y
chr14	100875032	100875104	+	MIR665	Y
chr14	100879752	100903722	-	RTL1	Y
chr14	100881006	100881120	+	MIR431	Y
chr14	100881885	100881978	+	MIR433	Y
chr14	100882978	100883075	+	MIR127	Y
chr14	100884482	100884576	+	MIR432	Y
chr14	100884701	100884783	+	MIR136	Y
chr14	100889648	100999113	+	MEG8	Y
chr14	100897919	100897996	+	SNORD112	Y
chr14	100911138	100911213	+	MIR370	Y
chr14	100924820	100924890	+	SNORD113-1	Y
chr14	100927341	100927412	+	SNORD113-2	Y
chr14	100929918	100929989	+	SNORD113-3	Y
chr14	100936490	100936564	+	SNORD113-4	Y
chr14	100938186	100938263	+	SNORD113-5	Y
chr14	100939555	100939629	+	SNORD113-6	Y
chr14	100941125	100941201	+	SNORD113-7	Y
chr14	100943450	100943523	+	SNORD113-8	Y
chr14	100945648	100945719	+	SNORD113-9	Y
chr14	100949832	100949903	+	SNORD114-1	Y
chr14	100951855	100951932	+	SNORD114-2	Y
chr14	100953348	100953422	+	SNORD114-3	Y
chr14	100954343	100954447	+	SNORD114-4	Y
chr14	100955369	100955438	+	SNORD114-5	Y
chr14	100957165	100957236	+	SNORD114-6	Y
chr14	100963053	100963129	+	SNORD114-7	Y
chr14	100964780	100964851	+	SNORD114-8	Y
chr14	100966028	100966099	+	SNORD114-9	Y
chr14	100967051	100967122	+	SNORD114-10	Y
chr14	100968110	100968184	+	SNORD114-11	Y
chr14	100968947	100969021	+	SNORD114-12	Y
chr14	100969878	100969951	+	SNORD114-13	Y
chr14	100972102	100972176	+	SNORD114-14	Y
chr14	100972669	100972740	+	SNORD114-15	Y
chr14	100973594	100973663	+	SNORD114-16	Y
chr14	100974805	100974879	+	SNORD114-17	Y
chr14	100975824	100975895	+	SNORD114-18	Y
chr14	100976476	100976550	+	SNORD114-19	Y
chr14	100981003	100981074	+	SNORD114-20	Y
chr14	100981974	100982045	+	SNORD114-21	Y
chr14	100982925	100982996	+	SNORD114-22	Y
chr14	100983875	100983946	+	SNORD114-23	Y
chr14	100984776	100984847	+	SNORD114-24	Y
chr14	100986056	100986127	+	SNORD114-25	Y
chr14	100987045	100987116	+	SNORD114-26	Y
chr14	100988160	100988229	+	SNORD114-27	Y
chr14	100989129	100989200	+	SNORD114-28	Y
chr14	100990090	100990159	+	SNORD114-29	Y
chr14	100991918	100991989	+	SNORD114-30	Y
chr14	100993235	100993309	+	SNORD114-31	Y
chr14	101022065	101022132	+	MIR379	Y
chr14	101023324	101023420	+	MIR411	Y
chr14	101023793	101023856	+	MIR299	Y
chr14	101025016	101025077	+	MIR380	Y
chr14	101025563	101025651	+	MIR1197	Y
chr14	101025731	101025817	+	MIR323A	Y
chr14	101026019	101026107	+	MIR758	Y
chr14	101026784	101026864	+	MIR329-1	Y
chr14	101027099	101027183	+	MIR329-2	Y
chr14	101029633	101029714	+	MIR494	Y
chr14	101030051	101030129	+	MIR1193	Y
chr14	101031986	101032064	+	MIR543	Y
chr14	101033754	101033836	+	MIR495	Y
chr14	101039689	101039755	+	MIR376C	Y
chr14	101040068	101040148	+	MIR376A2	Y
chr14	101040218	101040299	+	MIR654	Y
chr14	101040435	101040535	+	MIR376B	Y
chr14	101040781	101040849	+	MIR376A1	Y
chr14	101041362	101041444	+	MIR300	Y
chr14	101042976	101043061	+	MIR1185-1	Y
chr14	101044197	101044282	+	MIR1185-2	Y
chr14	101045156	101051795	+	MIR381HG	Y
chr14	101045919	101045994	+	MIR381	Y
chr14	101046454	101046538	+	MIR487B	Y
chr14	101047320	101047398	+	MIR539	Y
chr14	101047900	101047979	+	MIR889	Y
chr14	101048657	101048748	+	MIR544A	Y
chr14	101049549	101049646	+	MIR655	Y
chr14	101052445	101052525	+	MIR487A	Y
chr14	101054305	101054381	+	MIR382	Y
chr14	101054686	101054759	+	MIR134	Y
chr14	101055257	101055323	+	MIR668	Y
chr14	101055418	101055491	+	MIR485	Y
chr14	101056218	101056300	+	MIR323B	Y
chr14	101059754	101059838	+	MIR154	Y
chr14	101060572	101060674	+	MIR496	Y
chr14	101062049	101062118	+	MIR377	Y
chr14	101064494	101064578	+	MIR541	Y
chr14	101065299	101065378	+	MIR409	Y
chr14	101065446	101065537	+	MIR412	Y
chr14	101065597	101065667	+	MIR369	Y
chr14	101065911	101065991	+	MIR410	Y
chr14	101066723	101066801	+	MIR656	Y
chr14	101069910	101072936	+	MEG9	Y
chr14	101120855	101123545	+	LINC02285	Y
chr14	101405986	101407922	-	LINC00524	Y
chr14	101442075	101444314	+	LINC02314	Y
chr14	101552220	101560422	-	DIO3OS	Y
chr14	101560286	101560422	-	MIR1247	Y
chr14	101561350	101563452	+	DIO3	Y
chr14	101730436	101732525	+	LINC00239	Y
chr14	101760572	101927977	+	PPP2R5C	Y
chr14	101964572	102056443	+	DYNC1H1	Y
chr14	102080741	102139749	-	HSP90AA1	Y
chr14	102139422	102223673	+	WDR20	Y
chr14	102224440	102305164	-	MOK	Y
chr14	102317505	102342367	+	ZNF839	Y
chr14	102348281	102362916	-	CINP	Y
chr14	102362940	102502474	+	TECPR2	Y
chr14	102501767	102509776	-	ANKRD9	Y
chr14	102539643	102539726	+	MIR4309	Y
chr14	102545253	102555826	+	LINC02323	Y
chr14	102592648	102730559	+	RCOR1	Y
chr14	102777448	102911500	+	TRAF3	Y
chr14	102922662	102930842	+	AMN	Y
chr14	102932379	103057549	-	CDC42BPB	Y
chr14	103084209	103090027	+	LBHD2	Y
chr14	103100143	103110557	+	EXOC3L4	Y
chr14	103120848	103122909	-	LINC00677	Y
chr14	103123460	103137439	+	TNFAIP2	Y
chr14	103187220	103189028	-	LINC00605	Y
chr14	103317283	103318539	+	LOC105378183	Y
chr14	103332918	103334660	-	LOC105370687	Y
chr14	103334236	103345024	+	EIF5	Y
chr14	103337848	103337974	+	SNORA28	Y
chr14	103385363	103503829	+	MARK3	Y
chr14	103519666	103522830	-	CKB	Y
chr14	103529195	103537073	+	TRMT61A	Y
chr14	103556543	103562814	-	BAG5	Y
chr14	103562959	103590899	+	COA8	Y
chr14	103629187	103701551	+	KLC1	Y
chr14	103697616	103715451	-	XRCC3	Y
chr14	103715743	103733668	+	ZFYVE21	Y
chr14	103733195	103847575	-	PPP1R13B	Y
chr14	103847720	103858049	+	LINC00637	Y
chr14	103912287	103921529	-	ATP5MPL	Y
chr14	103928455	104052667	+	TDRD9	Y
chr14	103940425	103942529	-	RD3L	Y
chr14	104085699	104115582	+	ASPG	Y
chr14	104117404	104117514	+	MIR203A	Y
chr14	104117417	104117503	-	MIR203B	Y
chr14	104134782	104138629	-	LOC105370708	Y
chr14	104138722	104180898	+	KIF26A	Y
chr14	104223583	104288069	+	LINC02691	Y
chr14	104579763	104590515	+	C14orf180	Y
chr14	104590863	104604772	-	TMEM179	Y
chr14	104661119	104665558	-	LINC02280	Y
chr14	104677693	104677749	-	MIR4710	Y
chr14	104689617	104722535	+	INF2	Y
chr14	104724228	104747310	+	ADSS1	Y
chr14	104753146	104759654	+	SIVA1	Y
chr14	104769349	104795748	-	AKT1	Y
chr14	104800553	104804711	+	ZBTB42	Y
chr14	104821200	104823718	+	LINC00638	Y
chr14	104865267	104896747	+	CEP170B	Y
chr14	104865313	104865411	+	MIR12121	Y
chr14	104924878	104937785	+	PLD4	Y
chr14	104937252	104978374	-	AHNAK2	Y
chr14	104985787	104995516	+	CLBA1	Y
chr14	105009572	105021083	-	CDCA4	Y
chr14	105049394	105065430	-	GPR132	Y
chr14	105094146	105099496	+	LINC02298	Y
chr14	105140995	105168776	-	JAG2	Y
chr14	105150777	105150864	-	MIR6765	Y
chr14	105172938	105181312	-	NUDT14	Y
chr14	105209285	105315577	-	BRF1	Y
chr14	105248532	105251093	+	BTBD6	Y
chr14	105300773	105398147	+	PACS2	Y
chr14	105398537	105413859	+	TEX22	Y
chr14	105417580	105419739	-	LOC100507437	Y
chr14	105419826	105470729	+	MTA1	Y
chr14	105472944	105480162	+	CRIP2	Y
chr14	105486885	105488947	+	CRIP1	Y
chr14	105489854	105499248	+	TEDC1	Y
chr14	105526582	105530198	+	TMEM121	Y
chr14	105531854	105534317	+	LOC105370697	Y
chr14	105621115	105621180	+	MIR8071-1	Y
chr14	105621115	105621180	+	MIR8071-2	Y
chr14	105669576	105672807	-	ELK2AP	Y
chr14	105857512	105857572	-	MIR4539	Y
chr14	105858123	105858175	-	MIR4507	Y
chr14	105858164	105858242	-	MIR4538	Y
chr14	105859483	105859553	-	MIR4537	Y
chr14	105917978	105932642	+	FAM30A	Y
chr14	105969728	105972269	-	ADAM6	Y
chr14	106287673	106288372	+	LINC00226	Y
chr14	106482438	106495515	+	LINC00221	Y
chr14	106850884	106850999	-	MIR5195	Y
chr15	20282743	20291558	+	CHEK2P2	Y
chr15	20408395	20506180	-	HERC2P3	Y
chr15	20431091	20440487	-	HERC2P9	Y
chr15	20531855	20541800	-	GOLGA6L6	Y
chr15	20562348	20575703	+	GOLGA8CP	Y
chr15	20669467	20756151	-	NBEAP1	Y
chr15	20832794	20832869	+	MIR3118-2	Y
chr15	20832794	20832869	+	MIR3118-3	Y
chr15	20832794	20832869	+	MIR3118-4	Y
chr15	20940251	20940333	+	MIR5701-1	Y
chr15	20940251	20940333	+	MIR5701-2	Y
chr15	20940251	20940333	+	MIR5701-3	Y
chr15	20940437	20993304	+	LINC01193	Y
chr15	21003276	21049836	+	FAM30C	Y
chr15	21289603	21297829	-	LOC646214	Y
chr15	21371510	21373968	-	CXADRP2	Y
chr15	21405400	21440499	-	POTEB3	Y
chr15	21490363	21502997	-	NF1P2	Y
chr15	21552772	21640521	+	LINC02203	Y
chr15	21638578	21653033	+	OR4N4C	Y
chr15	21717665	21718307	-	IGHV1OR15-1	Y
chr15	21717665	21718307	-	LOC102724760	Y
chr15	21735257	21735999	-	IGHV1OR15-3	Y
chr15	21735257	21735999	-	LOC642131	Y
chr15	21846328	21877279	-	POTEB2	Y
chr15	21846328	21877735	-	POTEB	Y
chr15	21990079	22095613	+	LOC101927079	Y
chr15	22080526	22081610	+	OR4M2	Y
chr15	22094430	22095864	+	OR4N4	Y
chr15	22125510	22126444	+	OR4N3P	Y
chr15	22258613	22282880	+	REREP3	Y
chr15	22424672	22438026	-	GOLGA8EP	Y
chr15	22479152	22482374	-	HERC2P7	Y
chr15	22494836	22590831	+	HERC2P2	Y
chr15	22494850	22579725	+	HERC2	Y
chr15	22604337	22617854	-	GOLGA8J	Y
chr15	22610352	22617854	-	GOLGA8IP	Y
chr15	22664738	22685367	+	WHAMMP3	Y
chr15	22757856	22778737	+	LOC283683	Y
chr15	22767636	22776132	-	GOLGA6L7	Y
chr15	22786224	22829789	+	NIPA1	Y
chr15	22838640	22868384	+	NIPA2	Y
chr15	22867052	22980898	-	CYFIP1	Y
chr15	22983024	23039569	-	TUBGCP5	Y
chr15	23127065	23136822	-	GOLGA6L1	Y
chr15	23127065	23334210	-	GOLGA6L22	Y
chr15	23127069	23136892	-	LOC102723623	Y
chr15	23157339	23170783	+	GOLGA8DP	Y
chr15	23197826	23197920	+	MIR4509-1	Y
chr15	23197826	23197920	+	MIR4509-2	Y
chr15	23197826	23197920	+	MIR4509-3	Y
chr15	23288013	23303510	-	LOC102723534	Y
chr15	23354747	23368454	+	GOLGA8S	Y
chr15	23430840	23436454	+	HERC2P11	Y
chr15	23439037	23447243	-	GOLGA6L2	Y
chr15	23562061	23562131	-	MIR4508	Y
chr15	23565673	23568044	+	MKRN3	Y
chr15	23643548	23647867	-	MAGEL2	Y
chr15	23685399	23687305	-	NDN	Y
chr15	23975146	24088154	+	PWRN4	Y
chr15	24164776	24169948	-	PWRN2	Y
chr15	24441126	24447967	+	PWRN3	Y
chr15	24558156	24587779	+	PWRN1	Y
chr15	24675774	24683392	+	NPAP1	Y
chr15	24823607	25419461	+	SNHG14	Y
chr15	24823636	24978723	+	SNRPN	Y
chr15	24954892	24978723	+	SNURF	Y
chr15	24981993	24982068	+	SNORD107	Y
chr15	24981993	24983790	+	PWARSN	Y
chr15	24984859	24988232	+	PWAR5	Y
chr15	24985099	24985166	+	SNORD64	Y
chr15	24986924	24986993	+	SNORD108	Y
chr15	25031872	25036488	+	PWAR6	Y
chr15	25041973	25042040	+	SNORD109A	Y
chr15	25041973	25042040	+	SNORD109B	Y
chr15	25051475	25051572	+	SNORD116-1	Y
chr15	25056858	25056955	+	SNORD116-3	Y
chr15	25056858	25056955	+	SNORD116-9	Y
chr15	25059536	25059634	+	SNORD116-4	Y
chr15	25062331	25062428	+	SNORD116-5	Y
chr15	25062331	25062428	+	SNORD116-7	Y
chr15	25065024	25065122	+	SNORD116-2	Y
chr15	25065024	25065122	+	SNORD116-6	Y
chr15	25070430	25070527	+	SNORD116-8	Y
chr15	25074112	25074216	+	SNORD116-10	Y
chr15	25075927	25076021	+	SNORD116-11	Y
chr15	25077049	25077143	+	SNORD116-12	Y
chr15	25079056	25079150	+	SNORD116-13	Y
chr15	25080140	25080234	+	SNORD116-14	Y
chr15	25081285	25081379	+	SNORD116-15	Y
chr15	25082766	25082860	+	SNORD116-16	Y
chr15	25083586	25083680	+	SNORD116-17	Y
chr15	25083586	25083680	+	SNORD116-19	Y
chr15	25085383	25085477	+	SNORD116-18	Y
chr15	25087660	25087754	+	SNORD116-20	Y
chr15	25088802	25088896	+	SNORD116-21	Y
chr15	25089921	25090015	+	SNORD116-22	Y
chr15	25091784	25091878	+	SNORD116-23	Y
chr15	25094035	25094129	+	SNORD116-24	Y
chr15	25097661	25097755	+	SNORD116-25	Y
chr15	25099497	25099595	+	SNORD116-26	Y
chr15	25101573	25101667	+	SNORD116-27	Y
chr15	25104640	25104733	+	SNORD116-28	Y
chr15	25106519	25106604	+	SNORD116-29	Y
chr15	25108267	25108352	+	SNORD116-30	Y
chr15	25116544	25122476	+	IPW	Y
chr15	25135641	25138053	+	PWAR1	Y
chr15	25170722	25170804	+	SNORD115-1	Y
chr15	25172634	25172716	+	SNORD115-2	Y
chr15	25174926	25175008	+	SNORD115-3	Y
chr15	25176831	25176913	+	SNORD115-4	Y
chr15	25178737	25178819	+	SNORD115-5	Y
chr15	25180496	25180578	+	SNORD115-6	Y
chr15	25182384	25182466	+	SNORD115-7	Y
chr15	25184305	25184387	+	SNORD115-8	Y
chr15	25185630	25185712	+	SNORD115-10	Y
chr15	25185630	25185712	+	SNORD115-12	Y
chr15	25185630	25185712	+	SNORD115-9	Y
chr15	25189413	25189495	+	SNORD115-11	Y
chr15	25189413	25189495	+	SNORD115-29	Y
chr15	25189413	25189495	+	SNORD115-36	Y
chr15	25189413	25189495	+	SNORD115-43	Y
chr15	25193320	25193402	+	SNORD115-13	Y
chr15	25194920	25195001	+	SNORD115-14	Y
chr15	25199447	25199529	+	SNORD115-16	Y
chr15	25201322	25201404	+	SNORD115-17	Y
chr15	25201322	25201404	+	SNORD115-18	Y
chr15	25201322	25201404	+	SNORD115-19	Y
chr15	25206261	25206343	+	SNORD115-20	Y
chr15	25206261	25232468	+	SNORD115-21	Y
chr15	25209917	25209999	+	SNORD115-22	Y
chr15	25211691	25212033	+	PWAR4	Y
chr15	25211795	25211877	+	SNORD115-23	Y
chr15	25213658	25213729	+	SNORD115-24	Y
chr15	25215540	25215622	+	SNORD115-25	Y
chr15	25218616	25218698	+	SNORD115-26	Y
chr15	25220502	25220578	+	SNORD115-27	Y
chr15	25222353	25222427	+	SNORD115-28	Y
chr15	25225202	25225284	+	SNORD115-30	Y
chr15	25227108	25227190	+	SNORD115-31	Y
chr15	25228966	25229048	+	SNORD115-32	Y
chr15	25230837	25230919	+	SNORD115-33	Y
chr15	25232386	25232468	+	SNORD115-34	Y
chr15	25234246	25234328	+	SNORD115-35	Y
chr15	25237985	25238067	+	SNORD115-37	Y
chr15	25239837	25239919	+	SNORD115-38	Y
chr15	25241745	25241827	+	SNORD115-39	Y
chr15	25243613	25243695	+	SNORD115-40	Y
chr15	25245477	25245559	+	SNORD115-41	Y
chr15	25247344	25247426	+	SNORD115-15	Y
chr15	25247344	25247426	+	SNORD115-42	Y
chr15	25250858	25250940	+	SNORD115-44	Y
chr15	25264526	25264579	+	SNORD115-45	Y
chr15	25266590	25266661	+	SNORD115-46	Y
chr15	25268516	25268549	+	SNORD115-47	Y
chr15	25269782	25269858	+	SNORD115-48	Y
chr15	25333727	25439024	-	UBE3A	Y
chr15	25678712	25863202	-	ATP10A	Y
chr15	25848746	25848825	-	MIR4715	Y
chr15	25902359	26053120	+	LINC02346	Y
chr15	26115812	26133037	+	LINC00929	Y
chr15	26543551	26773763	-	GABRB3	Y
chr15	26867061	26949208	+	GABRA5	Y
chr15	26971180	27541983	+	GABRG3	Y
chr15	27157734	27161319	-	GABRG3-AS1	Y
chr15	27754875	28099315	-	OCA2	Y
chr15	28111040	28322179	-	HERC2	Y
chr15	28325482	28500841	-	MIR1268A	Y
chr15	28349050	28358080	-	LOC645202	Y
chr15	28349195	28358181	-	LOC100132202	Y
chr15	28378643	28392025	+	GOLGA8G	Y
chr15	28378663	28392020	+	GOLGA8F	Y
chr15	28490751	28490845	-	MIR4509-1	Y
chr15	28490751	28490845	-	MIR4509-2	Y
chr15	28490751	28490845	-	MIR4509-3	Y
chr15	28519610	28532991	-	GOLGA8G	Y
chr15	28519615	28532971	-	GOLGA8F	Y
chr15	28553469	28562434	+	LOC100132202	Y
chr15	28573779	28589240	-	HERC2P11	Y
chr15	28654441	28685264	+	HERC2P9	Y
chr15	28698695	28712421	-	GOLGA8M	Y
chr15	28737582	28758362	+	WHAMMP2	Y
chr15	28788242	28789392	+	LOC100289656	Y
chr15	28789833	28856574	+	PDCD6IPP2	Y
chr15	28885973	29118313	+	APBA2	Y
chr15	29120251	29570723	-	FAM189A1	Y
chr15	29264989	29269822	-	NSMCE3	Y
chr15	29674934	29679163	+	LOC100130111	Y
chr15	29699366	29969049	-	TJP1	Y
chr15	30082954	30096701	+	GOLGA8J	Y
chr15	30103546	30131734	+	ULK4P1	Y
chr15	30103546	30131734	+	ULK4P2	Y
chr15	30103731	30131745	+	ULK4P3	Y
chr15	30122215	30145547	-	LOC102725021	Y
chr15	30196035	30214540	+	LINC02249	Y
chr15	30357765	30377111	-	CHRNA7	Y
chr15	30360565	30393540	-	CHRFAM7A	Y
chr15	30394521	30397645	+	DNM1P50	Y
chr15	30400561	30414260	-	GOLGA8R	Y
chr15	30403760	30408610	+	LOC102725021	Y
chr15	30471168	30490313	+	LOC100288203	Y
chr15	30473982	30487868	+	WHAMMP1	Y
chr15	30522145	30523573	-	LOC100996413	Y
chr15	30552077	30562501	+	GOLGA8Q	Y
chr15	30568597	30571721	-	DNM1P50	Y
chr15	30591195	30625778	-	LOC102725021	Y
chr15	30604029	30611752	+	GOLGA8IP	Y
chr15	30604029	30614561	+	GOLGA8T	Y
chr15	30604029	30617826	+	GOLGA8H	Y
chr15	30604029	30617900	+	GOLGA8N	Y
chr15	30626147	30649182	+	ARHGAP11B	Y
chr15	30646114	30773006	+	LOC100288637	Y
chr15	30818035	30827783	+	HERC2P10	Y
chr15	30903914	30943107	+	FAN1	Y
chr15	30938940	30991628	-	MTMR10	Y
chr15	31001060	31161273	-	TRPM1	Y
chr15	31065031	31065141	-	MIR211	Y
chr15	31216020	31225007	+	LINC02352	Y
chr15	31222767	31230862	-	LOC283710	Y
chr15	31326834	31435665	+	KLF13	Y
chr15	31475397	31870673	-	OTUD7A	Y
chr15	31626069	32423209	-	LOC100288637	Y
chr15	32030514	32173018	+	CHRNA7	Y
chr15	32324143	32342677	-	LINC02249	Y
chr15	32389584	32403292	-	GOLGA8K	Y
chr15	32392781	32403292	-	GOLGA8T	Y
chr15	32393552	32462969	+	LOC101928042	Y
chr15	32406610	32435049	-	ULK4P1	Y
chr15	32406610	32435049	-	ULK4P2	Y
chr15	32441913	32455634	-	GOLGA8O	Y
chr15	32445126	32451972	+	LOC102725021	Y
chr15	32519847	32533741	-	WHAMMP1	Y
chr15	32536758	32580609	+	LINC02256	Y
chr15	32586104	32614746	-	LOC101928042	Y
chr15	32615143	32639937	+	ARHGAP11A	Y
chr15	32615475	32697098	+	ARHGAP11A-SCG5	Y
chr15	32641612	32697098	+	SCG5	Y
chr15	32665701	32673065	-	SCG5-AS1	Y
chr15	32718003	32745106	+	GREM1	Y
chr15	32718100	32718865	-	LOC100131315	Y
chr15	32765543	33194714	-	FMN1	Y
chr15	33236475	33247555	-	TMCO5B	Y
chr15	33303656	33310659	-	RYR3-DT	Y
chr15	33310966	33866121	+	RYR3	Y
chr15	33866226	34039204	-	AVEN	Y
chr15	33968496	34067458	+	CHRM5	Y
chr15	34084017	34101862	-	EMC7	Y
chr15	34102082	34108686	+	PGBD4	Y
chr15	34140673	34210096	-	KATNBL1	Y
chr15	34225015	34230151	+	EMC4	Y
chr15	34229783	34338057	-	SLC12A6	Y
chr15	34341720	34343136	-	NOP10	Y
chr15	34343314	34357737	+	NUTM1	Y
chr15	34358632	34367196	-	LPCAT4	Y
chr15	34379068	34437808	-	GOLGA8A	Y
chr15	34382068	34382150	-	MIR1233-1	Y
chr15	34382068	34382150	-	MIR1233-2	Y
chr15	34525095	34583651	-	GOLGA8B	Y
chr15	34651134	34655764	-	LINC02252	Y
chr15	34751033	34754998	-	GJD2	Y
chr15	34755083	34812923	+	LOC101928174	Y
chr15	34790229	34795549	-	ACTC1	Y
chr15	34851781	34969742	-	AQR	Y
chr15	34978340	34988287	-	ZNF770	Y
chr15	35083409	35085295	-	NANOGP8	Y
chr15	35237325	35238063	+	ANP32AP1	Y
chr15	35370879	35546165	-	DPH6	Y
chr15	35372255	35372364	-	MIR3942	Y
chr15	35546194	35859001	+	DPH6-DT	Y
chr15	35926855	35926923	+	MIR4510	Y
chr15	36579625	36810240	+	CDIN1	Y
chr15	36799099	36818506	-	CSNK1A1P1	Y
chr15	36864442	36886533	-	LOC145845	Y
chr15	36889205	37101311	-	MEIS2	Y
chr15	36972820	36972901	-	MIR8063	Y
chr15	37934639	37995036	+	TMCO5A	Y
chr15	38040392	38062340	+	LINC02345	Y
chr15	38068811	38072990	-	LINC01852	Y
